name,year,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,coordinates,distance_from_dallas,reference_population,city
"Grapevine city, Texas",2014,48671,40763,937,2012,1556,9535,76,39,528,1349,6169,0,61,6,20,1003,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2015,49609,40614,1865,2019,1571,10945,54,0,407,1201,6056,0,56,67,14,965,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2016,50538,40635,1931,2880,1764,11453,52,0,468,1142,5799,0,22,72,8,911,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2017,51733,40954,2193,3766,1699,11040,58,0,520,978,5711,0,18,42,6,932,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2018,52486,41917,2488,3139,1784,12037,64,0,658,1311,6041,0,20,73,0,1075,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2019,53317,42157,2838,3626,1687,11506,74,0,569,1355,5978,0,0,46,0,998,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2020,54151,41119,3186,3538,3125,12148,321,0,692,1884,5544,0,0,8,0,1109,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2021,50548,37431,3260,3560,3931,9917,283,0,655,1951,5282,0,127,0,0,1038,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Grapevine city, Texas",2022,50763,36977,3265,3444,4812,9917,332,0,504,2022,4753,0,151,13,0,1163,30644,"(32.4421, -97.7947)",62.45690410364457,10000,Grapevine city
"Lucas city, Texas",2009,4753,4503,66,83,46,134,10,0,19,223,823,0,0,0,0,204,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2010,4863,4607,21,152,37,119,11,0,82,230,845,0,0,0,0,300,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2011,5053,4884,33,82,39,184,17,0,75,204,847,0,0,0,0,339,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2012,5318,5099,37,128,33,211,18,0,77,113,931,0,0,0,0,170,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2013,5607,5347,0,160,77,221,13,0,120,93,923,0,0,14,0,225,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2014,5928,5735,0,77,36,313,0,0,30,88,910,0,0,28,0,253,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2015,6241,5870,0,238,81,238,0,0,38,112,1173,0,0,27,0,0,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2016,6585,6133,49,187,141,194,16,0,45,129,1022,0,0,24,0,16,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2017,6870,5874,172,241,148,745,14,0,60,104,876,0,0,23,0,9,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2018,7217,6290,224,193,127,744,17,0,124,115,850,0,0,11,0,86,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2019,7763,6687,286,272,233,623,20,0,158,151,780,0,0,0,0,262,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2020,8137,7028,294,266,319,841,40,0,139,223,756,0,0,0,0,214,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2021,7437,6306,298,262,339,721,12,11,130,169,695,0,0,0,0,186,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Lucas city, Texas",2022,7746,6880,100,318,418,644,4,10,112,173,686,0,0,0,0,177,45012,"(33.0868, -96.5731)",25.03563404739392,7000,Lucas city
"Parker city, Texas",2009,2786,2339,92,270,9,324,0,0,19,61,398,0,0,0,0,35,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2010,3499,2852,125,352,11,347,6,0,16,83,484,0,0,0,0,36,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2011,3646,2858,201,411,0,408,5,0,12,77,574,0,0,0,0,32,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2012,3831,2917,188,549,0,450,7,0,14,83,591,0,0,0,0,55,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2013,3868,2878,241,484,33,432,6,0,0,65,522,0,0,0,0,62,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2014,3974,3234,199,430,33,616,6,0,0,53,390,0,0,0,0,60,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2015,4118,3462,242,374,32,1004,0,0,0,54,274,0,0,0,0,40,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2016,4241,3688,205,298,39,1033,0,0,3,124,204,0,0,0,0,61,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2017,4388,3733,202,310,109,1021,0,0,31,154,302,0,0,0,0,65,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2018,4534,3687,181,357,110,1105,0,0,52,147,333,0,0,0,0,70,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2019,4722,3467,199,746,81,1097,27,0,90,123,377,0,0,0,0,90,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2020,4920,3546,474,699,48,720,0,0,70,107,350,0,0,0,0,899,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2021,5352,3683,533,892,43,489,0,0,87,46,575,0,0,0,0,1016,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Parker city, Texas",2022,5573,3583,567,1044,115,516,0,0,65,53,444,0,0,0,0,1060,55152,"(33.0568, -96.6253)",21.749897235013684,5000,Parker city
"Farmers Branch city, Texas",2009,26379,21763,815,816,286,12091,0,0,174,262,1634,0,0,7,0,169,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2010,28161,22765,1180,997,310,12211,0,0,166,273,1811,0,0,0,0,215,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2011,28455,23392,1118,1008,364,12164,0,0,164,282,1862,0,0,12,0,160,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2012,28681,23726,1278,1243,403,11343,32,0,196,319,1836,0,55,11,0,151,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2013,29405,23902,1133,1241,570,11996,28,0,170,383,1810,0,38,10,0,130,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2014,30261,24553,1157,1611,656,12339,43,0,122,426,2233,0,30,9,14,150,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2015,31052,23858,1224,1766,1135,13437,38,0,163,481,2286,0,40,11,18,292,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2016,32211,23174,1386,1833,1418,14683,45,0,230,568,2204,0,44,0,7,311,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2017,33808,23338,1784,2214,1579,15625,23,0,252,571,2135,0,92,0,8,339,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2018,35552,24989,2150,2879,1618,15522,30,0,325,592,2170,0,80,0,4,411,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2019,39039,28004,2244,2925,1819,19170,10,0,283,637,1846,0,93,0,0,396,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2020,42659,30459,2931,3949,2619,19473,10,0,287,551,2023,0,127,0,0,243,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2021,36091,24454,2978,3545,2402,16307,0,0,246,392,2099,0,149,0,0,207,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Farmers Branch city, Texas",2022,35985,23281,2997,3857,3165,15945,9,0,303,448,1906,0,11,0,13,199,25452,"(33.1637, -96.3597)",36.81894633340316,3500,Farmers Branch city
"Nevada city, Texas",2009,704,642,28,0,0,57,0,0,2,5,113,0,0,0,0,5,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2010,981,848,39,17,13,154,0,0,3,7,102,0,0,0,0,7,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2011,1024,848,55,19,11,90,0,0,3,3,149,0,0,0,0,3,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2012,1000,856,56,21,7,94,0,0,2,4,146,0,0,0,0,5,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2013,1066,950,26,17,14,121,0,0,2,2,168,0,0,0,0,28,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2014,1072,935,37,32,13,126,0,0,1,4,151,0,0,0,0,29,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2015,1043,951,27,11,8,192,0,0,2,9,142,0,0,0,0,32,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2016,1032,974,21,5,6,172,0,0,3,9,122,0,0,0,0,33,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2017,1007,916,19,4,10,185,0,0,4,11,127,0,0,0,0,25,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2018,814,724,21,4,15,141,0,0,4,9,87,0,0,0,0,2,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2019,938,860,13,4,13,144,17,0,1,7,91,0,0,0,0,2,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2020,872,747,18,14,21,107,15,0,2,5,93,0,0,0,0,3,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2021,1180,966,44,51,52,125,15,0,3,8,112,0,0,4,2,6,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
"Nevada city, Texas",2022,1384,1177,19,68,72,173,25,0,0,16,96,0,0,3,3,4,50760,"(33.0418, -96.3731)",30.639767233544625,1000,Nevada city
