name,year,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,coordinates,distance_from_dallas,reference_population,city
"Carrollton city, Texas",2011,119104,83878,10515,15482,3155,34701,137,44,599,2248,9878,0,124,26,0,1385,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2012,120727,85529,10836,15396,3689,35783,160,12,427,2319,10481,0,115,27,0,1536,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2013,122613,83557,11512,17186,3771,38176,184,9,429,2540,9374,0,190,19,0,1234,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2014,124501,85696,11267,17348,3537,40314,185,16,479,2345,9099,0,109,15,0,1202,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2015,127279,88698,10410,18309,3421,41498,194,19,477,2289,8962,0,71,12,0,1396,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2016,129266,89294,10845,19235,3372,41655,142,18,493,2175,8524,0,95,12,0,1592,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2017,131240,90912,12183,19031,3141,43912,123,17,457,2030,7749,0,106,15,0,1314,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2018,133438,93472,13304,19190,3155,44077,100,7,974,2048,7257,0,89,16,0,1414,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2019,135834,93724,13716,20504,3512,44413,107,20,1275,2111,7540,0,109,13,0,1412,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2020,137319,88903,13719,20804,8805,44654,100,24,1615,2084,8382,0,97,13,0,1241,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2021,131388,81181,12886,20129,11625,43116,89,34,1574,1992,7853,0,74,15,0,1253,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Carrollton city, Texas",2022,132284,75800,13235,20473,15813,42191,64,51,1492,2396,8276,0,86,12,0,1511,13024,"(32.9537, -96.8903)",13.365276382268046,133000,Carrollton city
"Richardson city, Texas",2009,100045,74445,6584,13061,2050,16841,134,0,650,2704,8612,13,22,25,26,1315,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2010,97507,68666,8040,14917,2013,14785,90,0,494,2425,7630,10,30,28,11,1217,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2011,98710,68085,7086,15584,2037,16814,91,0,447,2054,7479,9,14,83,8,1201,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2012,100057,68698,7116,14992,2533,16684,81,0,527,2029,7609,9,9,76,9,1238,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2013,101528,67987,8055,15300,3575,16955,98,0,437,2051,7405,11,19,85,9,1362,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2014,103752,69177,8646,16002,3920,17242,172,12,452,2223,7706,10,20,128,19,1401,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2015,106123,71113,9246,16710,3851,19017,149,12,551,2202,8013,24,83,172,26,1630,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2016,108350,72676,11164,17268,4109,17875,134,12,659,2565,8204,25,121,133,25,1837,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2017,111055,74712,11592,17692,4218,18527,104,25,750,2570,8587,32,125,131,28,1934,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2018,114402,77136,10949,18754,3607,19582,120,25,891,2743,9131,105,110,111,49,2027,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2019,116432,77821,12515,18384,3593,20773,116,9,1016,2550,9008,79,170,91,27,1713,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2020,118583,76779,14149,17158,5708,20472,154,17,931,2269,9030,150,189,149,15,1819,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2021,115904,72884,13131,16878,6863,21113,223,15,713,2170,8724,140,349,0,14,1253,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Richardson city, Texas",2022,118063,69662,14829,18272,8794,20240,169,18,678,2135,8669,66,276,0,13,1399,61796,"(32.9483, -96.7299)",12.470887986075295,120000,Richardson city
"Lewisville city, Texas",2009,98519,70748,9467,6425,6466,25049,11,0,445,1810,10318,24,105,69,0,1497,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2010,92939,65266,9797,6689,5657,24883,8,0,292,1856,9114,34,17,55,0,1305,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2011,94703,68212,8977,7014,5595,27474,8,0,287,2022,9865,11,37,54,0,1031,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2012,95989,67444,9168,7569,6340,29098,15,0,372,1875,8880,9,21,51,19,915,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2013,97462,71204,9295,7794,5938,29272,21,0,440,1943,9426,14,23,0,36,932,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2014,99039,73778,8875,7777,4922,29951,20,6,469,2121,9439,0,0,40,40,1101,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2015,101151,72100,10904,9141,4863,30905,19,6,471,2036,8759,0,0,62,48,890,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2016,102327,70125,12448,9253,4868,31444,30,7,454,1855,7971,0,0,81,37,946,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2017,103638,70222,13340,9400,4267,32859,32,9,571,1925,7488,0,19,73,19,1020,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2018,104789,70285,13235,10255,4492,33368,67,9,780,1664,7382,0,32,83,5,1118,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2019,106386,69490,14518,11016,4429,33498,68,7,857,1476,7017,0,36,62,8,1148,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2020,107740,67977,13966,11436,8418,34581,56,8,747,1453,6655,0,140,22,6,1454,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2021,110077,63996,15319,12292,11876,34834,48,8,694,1563,6845,0,150,11,0,1396,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Lewisville city, Texas",2022,125028,67626,15791,17409,15764,35636,34,8,811,1799,8303,0,252,12,0,1655,42508,"(33.0462, -96.9942)",21.83810749976225,111000,Lewisville city
"Allen city, Texas",2009,77072,58134,6357,8173,2589,8160,37,0,675,2309,8996,0,57,73,0,1770,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2010,77843,57128,7157,9449,2170,8501,39,8,537,2226,8695,0,62,69,0,1792,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2011,81326,59290,7163,10106,3006,8699,14,14,394,2535,9212,0,36,0,0,1670,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2012,84387,61625,7484,10181,2947,8602,51,16,332,2469,9413,0,79,13,0,1804,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2013,87213,62950,8504,10432,3073,9791,63,14,460,2070,9196,0,49,13,34,1733,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2014,89845,65442,7226,12000,3085,9692,68,15,524,1869,8974,0,53,24,16,1949,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2015,92502,66089,8090,12956,3218,10229,78,0,667,2253,9317,0,119,25,27,1887,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2016,94710,66822,9268,13457,3246,10018,86,0,729,1996,9155,0,158,54,39,1998,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2017,96865,67294,8697,15710,3388,10529,29,0,917,2156,9466,0,92,38,31,1710,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2018,99255,68113,9368,17171,3008,10405,43,0,797,2134,9593,0,125,22,13,1650,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2019,101699,69257,9517,18157,3048,11059,94,0,883,2261,9376,0,129,38,17,1796,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2020,104040,66124,10822,18533,6600,11214,76,0,919,1883,8972,0,149,43,0,2029,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2021,102778,63108,9827,19755,7284,11562,58,0,776,1542,8198,0,76,262,0,1984,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Allen city, Texas",2022,105444,60533,12108,20063,9596,12516,75,0,736,1523,7776,0,140,171,0,1760,1924,"(33.1031, -96.6706)",23.696687468151847,105000,Allen city
"Flower Mound town, Texas",2009,67678,59049,2113,3780,1470,5007,146,80,734,2162,9126,0,17,0,0,2078,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2010,63047,53698,1839,4454,1836,5525,121,50,521,1778,8819,0,18,0,0,1727,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2011,64364,54475,2466,4587,1685,5831,60,0,511,1478,9033,0,0,0,0,1527,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2012,65330,55146,2464,4910,1773,5727,112,19,349,1850,9142,0,0,0,0,1755,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2013,66523,56930,2207,5036,1534,5818,146,16,420,2049,9592,0,0,8,0,1921,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2014,67630,56311,2562,6269,1584,5780,165,16,445,2014,9740,0,9,46,0,1976,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2015,68654,56532,2902,6546,1728,6090,150,16,536,1765,9205,2,20,50,25,1709,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2016,69966,57711,2596,6639,2018,6671,208,17,551,1923,8942,8,49,60,32,1628,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2017,71575,58388,2932,6943,2196,6602,219,0,552,1846,8514,8,77,62,32,1498,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2018,73252,58564,2985,7972,2260,7004,181,42,621,1872,8518,8,97,58,30,1493,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2019,76555,60404,3022,8361,2297,8518,98,39,736,2242,8789,9,108,7,34,1714,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2020,78854,61521,3103,8470,3114,9100,94,46,726,2072,8588,0,145,5,0,2028,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2021,75050,56938,2796,9243,3935,8349,55,71,776,1963,8272,0,117,0,0,1976,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Flower Mound town, Texas",2022,76630,56049,2497,10375,5197,8952,88,55,662,1914,8343,0,73,0,0,2129,26232,"(33.0145, -97.0969)",23.91389499723621,78000,Flower Mound town
"Mansfield city, Texas",2009,42958,33040,5012,1623,1066,7055,10,0,272,1163,4772,0,5,96,0,713,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2010,50941,38236,6348,2214,1624,7718,14,0,159,1052,5204,0,10,82,0,636,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2011,53806,40271,7445,2147,1698,8601,99,0,130,1017,4752,0,8,93,0,656,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2012,55818,41838,7858,2328,1950,8078,71,0,158,1064,5391,0,50,25,0,574,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2013,57529,43292,8081,2291,2251,7996,83,0,184,1233,5168,0,50,23,0,730,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2014,59757,43902,9171,2564,2481,8008,86,0,254,1373,5561,0,57,23,0,757,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2015,61559,44649,9286,3032,2764,8730,72,0,374,1650,4791,0,62,6,0,880,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2016,63141,44917,9907,3196,2673,9541,21,0,381,1730,4789,0,119,35,0,897,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2017,65033,46073,10851,2860,2622,10668,15,0,419,1672,4608,0,82,33,0,865,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2018,67492,46464,12071,2937,2891,12002,83,0,511,1800,4761,0,81,37,0,818,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2019,69557,47266,13025,3165,2796,12678,120,0,440,1835,4389,0,220,38,0,688,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2020,71419,45742,15818,3019,4043,12189,108,0,440,1462,5219,0,180,42,0,543,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2021,71375,44513,16116,2688,5336,12261,247,0,417,1308,5442,0,224,0,0,641,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"Mansfield city, Texas",2022,73680,43622,17190,3377,6672,12400,220,56,407,1314,5439,0,240,0,0,1088,46452,"(32.5632, -97.1417)",24.87339213855014,73000,Mansfield city
"North Richland Hills city, Texas",2009,63630,54367,2465,983,1348,9136,29,0,257,1477,8137,0,37,109,0,1399,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2010,61956,52194,2547,1364,1278,9528,12,0,264,1465,7735,0,0,67,0,1336,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2011,62886,53812,2722,1332,1090,9811,13,0,331,1589,7752,0,0,22,0,1222,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2012,63605,54937,2537,1474,1142,10457,10,0,365,1377,7596,0,0,15,0,1253,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2013,64677,56003,2536,2072,1427,10404,31,0,366,1512,7700,0,0,30,0,1118,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2014,65835,55975,2691,2484,1572,11780,32,0,404,1579,6996,0,16,23,0,1009,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2015,66950,56477,3219,2791,1751,11706,75,0,335,1661,6641,0,17,26,0,973,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2016,67994,56422,3464,2833,1608,11971,81,0,315,1525,6913,0,19,37,0,882,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2017,69039,56832,3826,2997,1718,11912,89,0,307,1710,7555,0,21,32,0,926,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2018,69800,55776,4279,3275,2511,11627,55,0,488,1611,7424,0,67,19,0,962,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2019,70202,55741,4771,3119,2577,11633,55,0,635,1624,8161,0,39,22,0,1074,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2020,70585,55984,4257,2463,4540,12523,113,0,627,1655,8353,0,88,19,0,793,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2021,69817,53052,4255,2828,6061,13971,115,0,642,1767,7232,0,93,0,0,651,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"North Richland Hills city, Texas",2022,70114,51982,4547,2500,7339,13878,114,0,688,1845,6828,0,103,0,0,741,52356,"(32.8343, -97.2289)",25.378211516636075,70000,North Richland Hills city
"Rowlett city, Texas",2009,54899,41708,6595,2597,768,7789,94,0,157,1308,4391,0,7,20,0,494,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2010,53788,40021,8012,2508,602,7839,56,0,156,814,3747,0,174,16,0,443,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2011,55050,41340,7882,2818,671,8441,13,0,136,910,3776,0,212,0,37,436,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2012,55970,41517,8439,3010,1033,9564,0,0,160,970,4411,0,134,0,21,673,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2013,56856,41110,8716,3483,1686,10551,0,0,150,899,4356,0,141,0,21,799,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2014,57532,41261,8556,4032,1965,11770,0,0,137,909,4433,0,104,0,15,814,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2015,58296,41919,8597,4281,2091,12316,33,42,160,1100,4929,0,0,0,15,901,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2016,59203,42774,9181,4150,2245,12296,39,42,241,1525,5032,0,0,0,0,983,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2017,60357,42867,10025,3995,2329,12470,29,38,296,1449,5055,0,0,0,0,801,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2018,62127,43741,10467,4808,1919,11614,32,38,448,1537,5429,0,0,0,0,738,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2019,63793,44365,11186,4745,2238,12542,39,26,449,1407,5414,0,78,21,0,902,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2020,65426,41461,13340,4386,4641,13028,9,0,349,1191,5781,0,67,10,0,1121,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2021,62606,38252,13120,4238,5284,12947,9,0,316,874,5187,0,59,8,0,1308,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Rowlett city, Texas",2022,63291,36718,13906,4491,6091,13599,7,0,260,1068,4787,0,57,16,0,1239,63572,"(32.9029, -96.5639)",16.086641300447752,66000,Rowlett city
"Euless city, Texas",2009,52134,33371,6007,3833,1274,9500,12,0,155,1283,5398,0,0,0,0,710,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2010,50293,31943,6024,4339,1392,8841,32,0,182,1144,5205,0,30,0,14,860,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2011,50993,32199,6384,3788,1536,9801,30,0,212,1228,5318,0,47,0,8,714,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2012,51526,32892,6229,4423,1725,9982,30,0,155,1075,5499,0,66,0,9,786,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2013,52127,34015,5545,5148,1829,10243,36,21,184,945,5045,0,141,104,8,808,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2014,52649,34526,5778,6107,1904,10479,35,11,283,862,4553,0,154,102,15,804,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2015,53220,35715,5578,6131,1846,11623,22,14,325,783,4491,0,116,104,0,726,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2016,53675,35748,6130,6415,1753,11623,42,15,311,823,4178,0,76,97,0,758,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2017,54135,36120,6375,6251,1965,11768,44,16,390,863,4451,0,124,116,0,627,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2018,55047,36065,6793,6393,2019,12292,59,0,319,1032,4508,0,178,0,0,600,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2019,55763,36404,7208,6462,2207,11865,65,0,250,834,4709,0,173,0,0,577,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2020,56334,32357,9662,6874,4279,10152,60,0,180,742,4382,0,173,24,0,469,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2021,60134,32226,10015,7459,6744,11556,35,0,344,862,4467,0,157,47,0,523,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Euless city, Texas",2022,60360,30525,10184,7799,7665,12079,57,0,291,814,4260,0,127,67,0,521,24768,"(32.8371, -97.082)",17.05695295403778,60000,Euless city
"Wylie city, Texas",2009,34146,26400,3320,1749,824,5467,13,0,70,505,2844,0,32,40,0,463,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2010,37079,27508,4111,2699,1003,5354,0,0,91,613,3179,0,23,35,0,538,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2011,39120,28708,4495,2876,1214,5589,0,0,75,790,4196,0,21,10,0,354,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2012,40793,30107,4560,2840,1472,6361,0,0,89,801,4929,0,0,0,0,241,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2013,42384,31788,5102,2363,1515,6963,0,0,237,912,4937,0,36,0,0,317,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2014,43531,32370,5560,2231,1513,7285,0,0,212,989,4993,0,27,14,0,258,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2015,44461,33117,6018,1635,1763,8032,0,0,240,1335,5225,0,26,13,0,293,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2016,45655,34388,6243,2010,1588,8223,43,0,347,1083,4547,0,27,15,0,817,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2017,47855,35825,6183,2657,1375,9361,33,0,316,1128,4667,0,25,17,0,780,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
"Wylie city, Texas",2018,49248,35772,6095,3546,1879,10053,80,0,211,1092,4667,0,0,22,0,928,80356,"(33.0151, -96.5389)",22.24501430640946,57000,Wylie city
