name,year,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,county,city
"Rockwall city, Texas",2011,36581,31027,2039,711,713,5629,0,0,255,751,3409,0,0,24,0,426,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2012,37842,32647,1941,800,1113,6128,0,0,330,752,3491,0,0,51,0,481,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2013,38958,34215,2090,825,1162,6202,24,0,347,1106,3929,0,0,44,0,484,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2014,39948,34654,2241,800,1390,6774,35,0,365,1048,4223,0,0,40,0,332,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2015,40830,35344,2370,1002,1417,6858,40,0,359,1502,4238,0,0,41,0,432,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2016,41672,36572,2117,1207,1159,7148,56,0,411,1612,4703,0,0,44,0,463,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2017,42316,36963,2477,1249,933,6997,56,0,402,1582,4743,0,0,41,0,484,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2018,43157,37342,2675,1226,1116,7808,30,0,374,1130,4527,0,0,0,0,448,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2019,44101,37611,2693,1376,1409,7579,44,0,470,1007,4453,0,0,0,0,462,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2020,45168,36606,3223,1671,1942,7183,364,0,543,1079,4645,0,0,0,0,376,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2021,46150,36424,3547,1827,2441,7209,347,0,405,1120,4727,0,0,0,0,366,62828,Rockwall,Rockwall city
"Rockwall city, Texas",2022,47859,36774,3395,1765,3707,8337,353,17,315,1158,5316,0,0,0,0,682,62828,Rockwall,Rockwall city
