name,total_population,white_alone,black_alone,asian_alone,two_or_more_races,hispanic_latino,german,irish,english,mexican,indian,chinese,vietnamese,french,italian,korean,place_fips,year,city,county,county_fips,all_counties,latitude,longitude,coordinates,distance_from_dallas
"Trenton city, Texas",729,651,14,32,26,83,0,0,0,0,0,0,0,0,0,0,73592,2021,Trenton city,Collin,85,"Collin, Grayson",33.4262574,-96.3445939,"(+33.4262574, -096.3445939)",51.9
"Trenton city, Texas",636,586,15,0,30,104,0,0,0,0,0,0,0,0,0,0,73592,2022,Trenton city,Collin,85,"Collin, Grayson",33.4262574,-96.3445939,"(+33.4262574, -096.3445939)",51.9
"Van Alstyne city, Texas",2867,2473,44,0,100,422,0,0,0,0,0,0,0,0,0,0,74924,2009,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",2955,2596,36,0,71,385,0,0,0,0,0,0,0,0,0,0,74924,2010,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",2998,2627,34,0,72,416,0,0,0,0,0,0,0,0,0,0,74924,2011,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",3026,2541,36,0,60,500,0,0,0,0,0,0,0,0,0,0,74924,2012,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",3047,2891,24,0,17,254,0,0,0,0,0,0,0,0,0,0,74924,2013,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",3101,2951,19,11,18,246,0,0,0,0,0,0,0,0,0,0,74924,2014,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",3165,3047,11,8,13,403,0,0,0,0,0,0,0,0,0,0,74924,2015,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",3265,3102,15,12,18,463,0,0,0,0,0,0,0,0,0,0,74924,2016,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",3437,3100,187,12,75,381,0,0,0,0,0,0,0,0,0,0,74924,2017,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",3682,3261,223,11,128,330,0,0,0,0,0,0,0,0,0,0,74924,2018,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",3906,3409,295,0,154,695,0,0,0,0,0,0,0,0,0,0,74924,2019,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",4153,3000,424,0,689,731,0,0,0,0,0,0,0,0,0,0,74924,2020,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",4386,3291,420,0,663,676,0,0,0,0,0,0,0,0,0,0,74924,2021,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Van Alstyne city, Texas",4846,3938,210,28,670,831,0,0,0,0,0,0,0,0,0,0,74924,2022,Van Alstyne city,Collin,85,"Collin, Grayson",33.42174,-96.5832407,"(+33.4217400, -096.5832407)",46.2
"Weston city, Texas",469,463,0,0,2,34,0,0,0,0,0,0,0,0,0,0,77740,2009,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",737,733,0,0,4,159,0,0,0,0,0,0,0,0,0,0,77740,2010,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",823,804,5,0,14,82,0,0,0,0,0,0,0,0,0,0,77740,2011,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",775,756,1,0,2,116,0,0,0,0,0,0,0,0,0,0,77740,2012,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",708,683,2,0,4,134,0,2,0,0,0,0,0,0,0,0,77740,2013,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",429,421,0,0,0,72,0,0,0,0,0,0,0,0,0,0,77740,2014,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",321,304,8,0,0,19,0,0,0,0,0,0,0,0,0,0,77740,2015,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",335,301,24,0,0,22,0,0,0,0,0,0,0,0,0,0,77740,2016,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",284,261,18,3,0,19,0,0,0,0,0,0,0,0,0,0,77740,2017,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",305,278,18,3,4,13,0,0,0,0,0,0,0,0,0,0,77740,2018,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",263,242,11,3,3,21,0,0,0,0,0,0,0,0,0,0,77740,2019,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",233,225,0,2,3,31,0,0,0,0,0,0,0,0,0,0,77740,2020,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",253,241,0,4,4,29,0,0,0,0,0,0,0,0,0,0,77740,2021,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Weston city, Texas",230,198,0,0,29,33,0,0,0,0,0,0,0,0,0,0,77740,2022,Weston city,Collin,85,Collin,33.3300378,-96.6658633,"(+33.3300378, -096.6658633)",39.0
"Argyle city, Texas",3342,3242,0,11,60,257,0,0,0,0,0,0,0,0,0,0,3768,2009,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3147,3084,0,19,38,215,0,0,0,0,0,0,0,0,0,0,3768,2010,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3226,3159,0,22,39,239,0,0,0,0,0,0,0,0,0,0,3768,2011,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3309,3211,0,26,64,217,0,0,0,0,0,0,0,0,0,0,3768,2012,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3369,3191,0,43,117,373,0,0,0,5,0,0,0,0,0,0,3768,2013,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3449,3294,0,38,101,314,0,0,0,5,0,0,0,0,0,0,3768,2014,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3612,3450,9,42,100,284,0,4,0,5,0,0,0,0,0,0,3768,2015,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3732,3592,9,37,78,285,0,4,0,6,0,0,0,0,0,0,3768,2016,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3865,3757,10,26,56,269,0,5,0,6,0,0,0,0,0,0,3768,2017,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",3988,3926,51,8,3,145,0,5,0,0,0,0,0,0,0,0,3768,2018,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",4112,4010,88,10,4,32,0,5,0,0,0,0,0,0,0,0,3768,2019,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",4278,4121,44,0,113,113,0,0,0,0,0,0,0,0,0,0,3768,2020,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",4336,3975,62,208,91,236,0,0,0,0,0,0,0,0,0,0,3768,2021,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Argyle city, Texas",4638,4247,54,190,135,194,0,0,0,0,0,0,0,0,0,0,3768,2022,Argyle city,Denton,121,Denton,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)",31.6
"Aubrey city, Texas",2593,2494,12,0,12,99,0,0,0,0,0,0,0,0,0,0,4600,2009,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",2434,2347,11,0,22,151,0,0,0,0,0,0,0,0,0,0,4600,2010,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",2527,2417,16,0,40,228,0,0,0,0,0,0,0,0,0,0,4600,2011,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",2597,2499,9,0,39,275,0,0,0,0,0,0,0,0,0,0,4600,2012,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",2653,2438,9,0,72,411,0,0,0,0,0,0,0,0,0,0,4600,2013,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",2709,2471,10,0,87,424,0,0,0,0,0,0,0,0,0,0,4600,2014,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",2852,2635,16,0,76,405,0,0,0,0,0,0,0,0,0,0,4600,2015,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",3002,2774,11,9,83,301,0,0,0,0,0,0,0,0,0,0,4600,2016,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",3126,2918,13,12,81,260,0,9,0,6,0,0,0,0,0,0,4600,2017,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",3313,3179,18,16,52,223,0,9,0,27,0,0,0,0,0,0,4600,2018,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",3731,3487,87,18,98,294,0,11,0,30,0,0,0,0,0,0,4600,2019,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",4352,3692,398,17,179,296,0,11,0,20,0,0,0,0,0,0,4600,2020,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",5229,4036,450,118,596,387,0,8,97,65,0,0,0,0,0,0,4600,2021,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Aubrey city, Texas",5932,4174,750,318,627,313,0,0,114,66,0,0,0,0,0,0,4600,2022,Aubrey city,Denton,121,Denton,33.3085496,-96.9790879,"(+33.3085496, -096.9790879)",38.2
"Bartonville town, Texas",1201,1112,0,15,35,139,0,0,2,0,0,0,0,0,0,0,5768,2009,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1481,1392,0,13,41,83,0,0,2,0,0,0,0,0,0,0,5768,2010,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1580,1519,0,8,17,185,0,0,3,0,0,0,0,0,0,0,5768,2011,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1863,1777,0,5,13,232,0,0,3,0,0,0,0,0,0,0,5768,2012,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1729,1702,0,4,2,312,0,0,0,0,0,0,0,0,0,0,5768,2013,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1879,1842,0,5,10,278,0,0,0,0,0,0,0,0,0,0,5768,2014,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",2101,2049,0,11,15,336,0,0,0,0,0,0,0,0,0,0,5768,2015,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1916,1852,9,14,17,269,0,0,0,0,0,0,0,0,3,0,5768,2016,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",2038,1943,7,16,29,328,3,0,0,0,0,0,0,0,2,0,5768,2017,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1839,1734,5,20,28,242,3,0,0,0,0,0,0,0,2,0,5768,2018,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1558,1466,9,16,31,167,3,0,0,0,0,0,0,0,3,0,5768,2019,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1481,1259,12,20,170,243,3,0,0,0,0,0,0,0,3,0,5768,2020,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1775,1452,8,19,278,296,3,0,0,0,0,0,0,0,0,0,5768,2021,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Bartonville town, Texas",1957,1644,9,23,251,256,0,0,0,0,0,0,0,0,0,0,5768,2022,Bartonville town,Denton,121,Denton,33.0846829,-97.1491755,"(+33.0846829, -097.1491755)",29.5
"Copper Canyon town, Texas",945,896,20,7,20,91,0,0,0,0,0,0,0,0,0,0,16636,2009,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1281,1228,30,3,20,59,0,0,0,11,0,0,0,0,0,0,16636,2010,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1376,1322,30,3,21,49,0,0,2,9,0,0,0,0,0,0,16636,2011,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1236,1175,35,3,23,17,0,0,4,8,0,0,0,0,0,0,16636,2012,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1233,1209,0,0,24,28,0,0,4,12,0,0,0,0,0,0,16636,2013,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1353,1345,3,0,4,25,0,0,3,12,1,0,0,0,0,0,16636,2014,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1128,1095,9,15,8,33,0,0,3,0,1,0,0,0,0,0,16636,2015,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1348,1241,12,65,20,97,0,0,0,0,2,0,0,0,0,0,16636,2016,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",2277,1946,17,206,94,121,0,0,0,0,4,0,0,0,0,0,16636,2017,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1235,1145,21,37,21,34,0,0,0,0,4,0,0,0,0,0,16636,2018,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1121,1023,19,50,22,33,0,0,0,0,0,0,0,0,0,0,16636,2019,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1578,1501,11,15,45,21,0,0,0,0,0,0,0,0,0,0,16636,2020,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",1956,1841,13,9,69,56,0,0,0,0,0,0,0,0,0,0,16636,2021,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Copper Canyon town, Texas",2125,1910,14,47,117,111,0,0,0,0,0,0,0,0,0,0,16636,2022,Copper Canyon town,Denton,121,Denton,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)",28.1
"Corinth city, Texas",19962,17046,949,391,903,2351,0,0,16,18,6,0,0,0,16,0,16696,2009,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",18588,15746,1077,529,625,2080,0,0,13,0,0,0,0,0,16,70,16696,2010,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",19324,16925,836,464,590,2021,0,0,15,47,0,0,0,0,22,50,16696,2011,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",19736,17335,991,434,657,1892,0,32,22,71,0,0,0,0,0,19,16696,2012,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",20126,17660,1005,400,617,2363,0,41,18,73,0,0,0,0,0,28,16696,2013,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",20432,17920,1143,450,645,2109,0,37,0,87,0,0,0,0,0,163,16696,2014,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",20614,18150,1109,371,902,2950,0,31,16,114,0,0,0,0,0,0,16696,2015,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",20764,18207,1043,391,974,3462,0,47,24,68,0,0,0,0,0,0,16696,2016,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",20908,18054,1236,515,925,3320,0,16,23,117,0,0,0,0,0,0,16696,2017,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",21158,18318,1297,388,967,3318,0,19,25,110,0,0,0,0,0,0,16696,2018,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",21491,18600,1590,268,760,3647,0,19,30,150,0,0,0,0,0,0,16696,2019,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",21881,18335,1512,391,1267,2581,0,17,10,155,0,0,0,0,6,0,16696,2020,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",22216,18270,1307,493,1496,3277,0,0,0,165,0,0,0,0,4,0,16696,2021,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Corinth city, Texas",22502,17006,2134,659,1970,3260,0,0,0,152,0,0,0,0,15,31,16696,2022,Corinth city,Denton,121,Denton,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)",30.0
"Cross Roads town, Texas",849,761,52,8,10,35,0,0,5,0,13,0,0,0,0,0,17852,2009,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1364,955,324,32,41,76,0,0,0,0,11,0,0,0,0,0,17852,2010,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1505,1118,323,18,30,156,0,2,0,0,14,0,0,0,6,0,17852,2011,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1470,1134,266,32,24,160,0,1,0,0,12,0,0,0,5,0,17852,2012,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",851,770,47,19,4,88,0,0,0,0,0,0,0,0,7,0,17852,2013,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",870,789,40,22,8,46,0,0,0,0,0,0,0,0,0,0,17852,2014,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1016,944,16,24,13,74,0,0,2,0,0,0,0,0,0,0,17852,2015,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1091,983,18,27,17,123,0,0,2,0,0,0,0,0,0,0,17852,2016,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1465,1219,162,8,31,217,0,0,2,0,0,0,0,0,0,75,17852,2017,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1202,1115,31,8,29,79,0,0,2,4,0,0,0,0,0,0,17852,2018,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1317,1238,25,11,24,93,0,0,2,6,0,0,0,0,0,0,17852,2019,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1128,1064,6,9,31,50,0,0,0,7,0,0,0,0,0,0,17852,2020,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1364,1210,29,5,115,109,0,0,0,9,0,0,0,0,0,0,17852,2021,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Cross Roads town, Texas",1716,1430,41,41,189,253,0,3,0,11,0,0,0,0,0,0,17852,2022,Cross Roads town,Denton,121,Denton,33.2204494,-96.9958082,"(+33.2204494, -096.9958082)",32.7
"Denton city, Texas",114933,88053,11442,3621,5636,22212,0,0,216,221,32,56,0,39,80,263,19972,2009,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",109192,82236,11745,3924,5859,22038,12,0,121,243,30,338,0,26,101,297,19972,2010,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",111960,82707,13047,4200,6523,24051,0,0,117,340,136,417,0,20,124,326,19972,2011,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",115098,84912,13445,4750,6517,24723,61,0,85,279,105,383,0,0,200,348,19972,2012,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",117895,89345,13731,4941,5964,25550,44,0,112,330,118,317,0,0,220,401,19972,2013,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",122742,94513,13404,5357,5415,27302,45,0,97,457,108,207,0,0,246,384,19972,2014,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",125734,98615,13353,4977,4746,28514,62,0,115,422,109,31,0,0,204,401,19972,2015,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",128421,101872,12964,5015,4303,30049,62,0,110,333,111,19,0,0,245,403,19972,2016,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",131097,104006,12577,5519,4171,31571,9,0,114,220,170,29,0,0,270,559,19972,2017,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",133661,106140,12551,5581,4341,32009,9,10,139,330,155,25,0,8,282,408,19972,2018,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",136195,107212,13052,5736,4980,33385,17,95,161,421,185,27,0,9,263,532,19972,2019,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",139734,103400,14073,5593,10483,35097,7,58,99,407,241,25,0,7,300,673,19972,2020,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",139704,98832,16065,5837,12231,32627,19,72,183,555,144,27,0,6,231,557,19972,2021,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"Denton city, Texas",142262,96497,16335,4969,15843,34337,24,71,252,520,42,74,0,10,349,688,19972,2022,Denton city,Denton,121,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)",36.4
"DISH town, Texas",209,205,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20540,2009,DISH town,Denton,121,Denton,33.1286653,-97.3078724,"(+33.1286653, -097.3078724)",38.3
"DISH town, Texas",339,334,2,0,3,0,0,0,0,0,0,0,0,0,0,0,20540,2010,DISH town,Denton,121,Denton,33.1286653,-97.3078724,"(+33.1286653, -097.3078724)",38.3
"DISH town, Texas",295,293,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20540,2011,DISH town,Denton,121,Denton,33.1286653,-97.3078724,"(+33.1286653, -097.3078724)",38.3
"DISH town, Texas",252,243,2,5,0,23,0,0,0,0,0,0,0,0,0,0,20540,2012,DISH town,Denton,121,Denton,33.1286653,-97.3078724,"(+33.1286653, -097.3078724)",38.3
"DISH town, Texas",305,296,3,5,0,28,0,0,0,0,0,0,0,0,0,0,20540,2013,DISH town,Denton,121,Denton,33.1286653,-97.3078724,"(+33.1286653, -097.3078724)",38.3
"DISH town, Texas",227,216,3,6,0,29,0,0,0,0,0,0,0,0,0,0,20540,2014,DISH town,Denton,121,Denton,33.1286653,-97.3078724,"(+33.1286653, -097.3078724)",38.3
